"FEATURE_ID","RT","PEPMASS","SIGMA_SCORE","NAME_METABOSCAPE","MOLECULAR_FORMULA","ADDUCT","KEGG","CAS","MaxIntensity","sample_blank_MeanIntensity","sample_full_mix_MeanIntensity","50MeOH_10570","50MeOH_10571","50MeOH_10572","FullMix_10574","FullMix_10577","FullMix_10580"
754,3.69,129.00026,,,,ION=[M+H]+,,,7086.78,3590.74,3156.85,4184.57,2898.60,3689.07,1359.90,7086.78,1023.87
755,5.28,112.95610,,,,ION=[M+H]+,,,7301.81,3144.60,4511.59,2569.60,3418.34,3445.87,2133.83,4099.12,7301.81
756,5.28,181.97803,,,,ION=[M+H]+,,,5269.71,1940.32,3198.13,1615.87,1728.44,2476.65,1687.62,2637.06,5269.71
757,5.63,256.08914,,,,ION=[M+H]+,,,6071.11,1159.51,2505.91,1746.25,697.51,1034.77,503.87,942.74,6071.11
758,5.72,254.26165,,,,ION=[M+H]+,,,17011.81,12095.78,7913.87,10429.22,10504.83,15353.30,6259.98,17011.81,469.83
759,5.70,226.23054,11.200,"pentadecanal","C15H30O",ION=[M+H]+,,,7602.04,5109.75,3977.66,4503.28,4544.36,6281.62,3494.42,7602.04,836.51
760,5.72,250.23041,,,,ION=[M+H]+,,,4014.93,3763.11,2655.35,3392.42,4014.93,3881.96,3461.81,3740.73,763.51
761,5.76,366.23441,,,,ION=[M+H]+,,,620.77,512.28,356.47,484.73,557.65,494.44,438.49,620.77,10.15
762,5.67,292.27678,,,,ION=[M+H]+,,,2141.68,1809.01,1315.59,1761.34,1578.84,2086.85,1783.54,2141.68,21.54
763,5.70,314.25929,,,,ION=[M+H]+,,,761.76,542.35,385.02,469.75,664.14,493.16,393.29,761.76,0.00
764,5.71,358.21243,110.546,"(1-ethylpyrazol-3-yl)-[4-[(3-propoxypyrazin-2-yl)amino]piperidin-1-yl]methanone","C18H26N6O2",ION=[M+H]+,,,593.56,542.92,338.96,552.86,583.48,492.41,418.96,593.56,4.37
765,5.69,921.00261,,,,ION=[M+H]+,,,27433.29,23016.50,13289.67,19460.65,24512.54,25076.30,12266.36,27433.29,169.35
766,5.85,621.02185,,,,ION=[M+H]+,,,21056.67,20460.79,12939.28,19898.30,20427.40,21056.67,18163.30,19093.61,1560.93
767,5.72,328.18294,NA,"Arg Pro Gly","C13H24N6O4",ION=[M+H]+,,,570.14,460.66,312.71,414.42,422.36,545.21,367.99,570.14,0.00
768,5.87,342.23493,,,,ION=[M+H]+,,,2515.75,2387.13,1221.34,2131.39,2514.26,2515.75,1957.95,1706.07,0.00
769,5.85,314.20367,,,,ION=[M+H]+,,,1122.89,987.92,581.79,879.50,1057.94,1026.31,622.47,1122.89,0.00
770,5.92,723.97051,,,,ION=[M+H]+,,,9395.71,9137.23,6678.74,8809.21,9273.11,9329.38,9395.71,9356.63,1283.90
771,5.75,942.98536,,,,ION=[M+H]+,,,1913.89,1880.87,1064.72,1895.20,1833.52,1913.89,1414.64,1770.04,9.48
772,5.95,222.19864,,,,ION=[M+H]+,,,3794.61,3487.54,2264.00,3275.95,3794.61,3392.07,3076.74,3454.64,260.63
773,5.87,396.28120,,,,ION=[M+H]+,,,791.65,572.51,435.58,607.83,382.75,726.95,515.09,791.65,0.00
774,6.31,145.98707,,,,ION=[M+H]+,,,8373.38,5341.94,3582.17,0.00,8373.38,7652.45,2517.66,8209.64,19.22
775,6.49,120.95892,,,,ION=[M+H-H2O]+,,,2938344.75,2684277.92,1328701.84,2582305.25,2731887.75,2738640.75,930306.63,2938344.75,117454.14
776,6.41,79.93204,,,,ION=[M+H-H2O]+,,,200904.91,185261.58,88298.85,175574.58,191643.75,188566.42,54814.64,200904.91,9177.01
777,6.44,120.97126,,,,ION=[M+H-H2O]+,,,38157.49,31556.47,17287.46,27405.07,31542.36,35721.98,13704.87,38157.49,0.00
778,6.49,97.94280,,,,ION=[M+H]+,,,10397.50,8973.33,4475.47,9372.63,8584.11,8963.24,3015.62,10397.50,13.29
779,6.61,251.90237,,,,ION=[M+H]+,,,84541.59,70656.73,37589.96,62976.14,73742.27,75251.80,25454.49,84541.59,2773.79
780,6.46,414.29537,36.275,"N,N-diethyl-4-(4-phenylpiperazin-1-yl)-1-oxa-9-azaspiro[5.5]undecane-9-carboxamide","C24H38N4O2",ION=[M+H]+,,,12253.63,11833.65,7029.96,12068.55,11178.77,12253.63,9543.74,11537.35,8.79
781,6.54,200.89136,,,,ION=[M+H]+,,,38139.26,33682.67,17297.67,33922.00,35133.71,31992.29,12224.30,38139.26,1529.45
782,6.45,143.97494,,,,ION=[M+H]+,,,2309439.00,2117448.29,1040422.23,2071022.38,2148683.50,2132639.00,672203.06,2309439.00,139624.63
783,6.65,232.88273,,,,ION=[M+H]+,,,8266.92,4003.36,3551.23,6954.17,2195.75,2860.16,2335.34,8266.92,51.41
784,6.43,130.95444,,,,ION=[M+H]+,,,858868.00,778846.02,387699.46,759879.75,784145.69,792512.63,256419.28,858868.00,47811.09
785,6.56,326.24322,29.715,"Avocadyne 4-acetate","C19H34O4",ION=[M+H]+,,"28884-46-0",8862.63,8045.16,4487.30,8862.63,7548.05,7724.79,5955.47,7450.48,55.94
786,6.60,223.90735,,,,ION=[M+H]+,,,82270.49,62328.54,36129.54,27121.88,77593.27,82270.49,25329.56,80197.54,2861.52
787,6.37,122.97018,,,,ION=[M+H]+,,,8370.30,6926.20,1710.77,7181.81,8370.30,5226.48,0.00,5125.26,7.05
788,6.39,130.96744,,,,ION=[M+H]+,,,6142.00,4654.27,2863.07,2229.25,5591.55,6142.00,2252.50,3696.83,2639.89
789,6.51,244.18035,8.417,"1-[4-(2-hydroxyethyl)piperazin-1-yl]-3-prop-2-enoxypropan-2-ol","C12H24N2O3",ION=[M+H]+,,,2587.27,2254.82,1087.55,1730.34,2446.85,2587.27,1532.86,1717.06,12.74
790,6.51,81.01881,,,,ION=[M+H]+,,,2922.98,2817.59,1350.66,2772.79,2922.98,2756.99,1177.31,2860.36,14.31
791,7.12,147.91953,,,,ION=[M+H-H2O]+,,,8242.27,7933.94,4064.03,7563.56,7995.99,8242.27,3032.20,7878.08,1281.80
792,7.17,157.95684,,,,ION=[M+H]+,,,108618.92,104635.99,54029.33,98387.93,106901.12,108618.92,39153.83,103943.65,18990.51
793,6.93,220.02758,,,,ION=[M+H]+,,,62143.52,29413.03,49182.17,0.00,43003.52,45235.57,37449.66,62143.52,47953.33
794,8.29,220.02757,,,,ION=[M+H]+,,,127558.98,100573.55,45908.29,127558.98,91518.30,82643.38,60820.12,76904.76,0.00
795,7.40,78.94795,,,,ION=[M+H]+,,,15300.86,13866.35,6542.32,13818.03,14522.17,13258.84,3319.65,15300.86,1006.44
796,7.20,63.00811,,,,ION=[M+H]+,,,107526.09,105312.88,56646.88,102859.38,105922.16,107157.10,35043.13,107526.09,27371.42
797,7.08,293.93195,,,,ION=[M+H]+,,,120589.70,113527.84,55047.38,104483.80,115510.04,120589.70,45997.77,116337.49,2806.89
798,7.38,225.94456,,,,ION=[M+H]+,,,162142.30,155332.56,81619.99,146723.19,157132.20,162142.30,48273.79,156930.02,39656.18
799,7.20,89.96898,,,,ION=[M+H]+,,,160168.31,150769.61,74644.47,137439.66,154700.86,160168.31,48467.36,155081.89,20384.16
800,8.13,138.01036,,,,ION=[M+H+H]2+,,,3886.73,2044.06,519.65,3886.73,2209.58,35.86,1354.06,0.00,204.90
801,10.47,304.86769,,,,ION=[M+H]+,,,11257.87,8256.54,8840.81,10366.61,7480.47,6922.54,5250.16,10014.40,11257.87
802,8.91,79.93207,,,,ION=[M+H]+,,,52995.44,48211.49,4349.83,52995.44,42817.72,48821.31,11824.10,0.00,1225.37
803,10.87,104.95569,,,,ION=[M+H]+,,,5313.76,1561.24,3096.70,901.55,1879.17,1903.00,1485.03,2491.32,5313.76
804,10.76,320.88036,,,,ION=[M+H]+,,,6791.59,5447.39,5114.28,6791.59,4535.21,5015.37,2707.42,6468.00,6167.44
805,9.07,108.95115,,,,ION=[M+H]+,,,6456.79,3104.05,4497.37,4597.27,3596.37,1118.50,2241.21,4794.13,6456.79
806,10.83,321.87897,,,,ION=[M+H-H2O]+,,,18555.66,11542.35,9638.87,18423.31,3542.99,12660.75,8762.67,18555.66,1598.29
807,11.86,290.88652,,,,ION=[M+H-H2O]+,,,11496.40,10667.77,5112.30,11496.40,11323.88,9183.03,4890.34,9085.34,1361.24
808,11.26,148.94556,,,,ION=[M+H]+,,,98780.41,82966.79,50809.63,98780.41,72719.55,77400.42,47810.59,95561.53,9056.76
809,12.33,305.86571,,,,ION=[M+H]+,,,12383.28,7925.80,5629.37,12383.28,9488.53,1905.60,4689.58,12160.66,37.87
810,11.12,41.02658,,,,ION=[M+H]+,,,306229.84,172300.71,141590.60,185564.77,151797.06,179540.31,37399.60,306229.84,81142.35
811,11.44,149.94422,,,,ION=[M+H]+,,,45908.25,36493.26,24219.81,38279.14,36811.23,34389.39,9340.88,45908.25,17410.30
812,11.77,300.87070,,,,ION=[M+H]+,,,13015.61,10190.64,6475.98,11701.79,9381.24,9488.91,4164.35,13015.61,2247.98
813,11.47,302.86952,,,,ION=[M+H]+,,,17092.05,12639.31,8417.92,15307.19,12487.81,10122.93,6729.81,17092.05,1431.91
814,11.82,147.94586,,,,ION=[M+H]+,,,93985.27,77713.51,38386.86,85289.99,75120.18,72730.36,19667.53,93985.27,1507.77
815,9.43,170.95231,,,,ION=[M+H]+,,,13672.48,3572.00,5703.20,5308.77,303.78,5103.44,2883.44,553.68,13672.48
816,11.00,319.88131,,,,ION=[M+H-H2O]+,,,18414.19,15634.64,9046.68,18414.19,15075.80,13413.93,8777.06,18331.49,31.50
817,12.42,323.87659,,,,ION=[M+H]+,,,5190.27,3640.17,1172.78,5190.27,1793.79,3936.45,2628.12,783.70,106.54
818,11.52,324.87623,,,,ION=[M+H]+,,,3864.66,3069.21,1566.01,3864.66,2771.94,2571.02,1303.41,3394.62,0.00
819,11.19,306.86577,,,,ION=[M+H]+,,,6213.88,4870.46,3630.93,6213.88,4348.37,4049.12,3846.72,5979.05,1067.02
820,11.47,151.94359,,,,ION=[M+H]+,,,8763.13,6849.29,5449.49,7432.11,6632.73,6483.03,4878.47,8763.13,2706.88
821,11.86,723.97029,,,,ION=[M+H]+,,,55763.25,51344.53,24925.18,45666.42,52603.94,55763.25,25811.47,48943.81,20.27
822,11.96,166.95595,,,,ION=[M+H]+,,,19052.50,10879.53,9716.25,1100.24,15699.21,15839.14,7300.81,19052.50,2795.44
823,11.19,152.94104,,,,ION=[M+H]+,,,36905.39,29615.45,18561.13,36905.39,24598.83,27342.13,18198.25,35688.90,1796.24
824,11.60,171.99420,,,,ION=[M+H+H]2+,,,33481.74,6582.17,15806.93,2436.48,15706.91,1603.10,12543.39,33481.74,1395.65
825,11.35,322.87783,,,,ION=[M+H]+,,,5389.70,4420.78,2285.81,5389.70,3990.87,3881.78,2048.09,4805.90,3.45
826,12.80,250.96574,,,,ION=[M+H]+,,,21251.95,16164.00,5119.19,21251.95,15005.51,12234.54,1822.03,477.12,13058.42
827,13.56,165.95666,,,,ION=[M+H]+,,,25917.85,21927.36,12284.92,24155.23,24187.90,17438.95,2140.13,25917.85,8796.80
828,12.68,153.98278,,,,ION=[M+H+H]2+,,,10238.52,6446.59,1211.20,8567.53,533.72,10238.52,2861.62,0.00,772.00
829,14.09,256.08930,29.413,"N'-(1-methoxypropan-2-yl)-N-(thiophen-2-ylmethyl)oxamide","C11H16N2O3S",ION=[M+H]+,,,16590.00,7887.41,6686.26,593.24,12712.99,10355.99,3446.96,16590.00,21.83
830,13.68,251.96657,,,,ION=[M+H]+,,,53353.10,41034.07,25958.12,53353.10,37352.07,32397.05,4627.42,40056.17,33190.78
831,12.40,621.02131,,,,ION=[M+H]+,,,184133.47,168619.22,75354.08,158961.13,180067.41,166829.14,32885.72,184133.47,9043.05
832,14.28,249.96421,,,,ION=[M+H]+,,,25782.89,20201.88,7676.45,25782.89,18714.96,16107.80,2948.26,19338.60,742.49
833,12.70,40.03117,,,,ION=[M+H]+,,,47965.02,1103.45,30554.41,1079.90,1536.42,694.04,4628.36,47965.02,39069.84
834,14.26,140.95119,,,,ION=[M+H]+,,,1113284.50,378538.24,74774.29,18646.71,3683.51,1113284.50,15600.78,194659.30,14062.78
835,15.47,60.02087,,,,ION=[M+H]+,,,50581.09,25573.10,17943.73,18920.90,7217.33,50581.09,0.00,39043.88,14787.30
836,18.11,140.95111,,,,ION=[M+H]+,,,1196258.00,806293.93,121712.67,1194382.13,1196258.00,28241.67,294803.31,42499.15,27835.54
837,16.62,455.87676,,,,ION=[M+H]+,,,384354.63,174707.57,7248.75,384354.63,91963.85,47804.23,11.63,18323.40,3411.23
838,17.59,44.02614,,,,ION=[M+H]+,,,174844.59,1960.52,113404.00,2904.12,2126.01,851.42,1509.34,163858.08,174844.59
839,17.92,60.02087,,,,ION=[M+H]+,,,181279.28,65552.74,40244.57,181279.28,7850.89,7528.06,7209.81,105690.37,7833.53
840,24.63,235.93187,,,,ION=[M+H]+,,,46702.82,6491.11,41047.36,5752.77,9597.72,4122.84,36884.52,39554.72,46702.82
841,27.48,58.04179,,,,ION=[M+H]+,,,278919.13,230740.96,197578.84,254438.00,236551.36,201233.53,275323.69,278919.13,38493.71
842,26.30,157.95418,,,,ION=[M+H]+,,,230738.77,212976.72,136277.80,192413.05,230738.77,215778.36,192970.34,110946.78,104916.28
843,26.60,162.93301,,,,ION=[M+H]+,,,224906.55,144252.68,24187.23,224906.55,201514.09,6337.41,34131.34,36470.08,1960.27
844,27.67,185.94907,,,,ION=[M+H]+,,,274059.22,225358.45,161262.39,187296.08,274059.22,214720.05,208957.61,248199.92,26629.63
845,26.60,60.02292,,,,ION=[M+H]+,,,144412.14,81603.88,42459.53,5872.02,94527.49,144412.14,20441.59,79797.11,27139.88
846,30.38,134.09430,NA,"Ethoxyethoxyethanol","C6H14O3",ION=[M+H]+,,"111-90-0",50463.60,4912.58,45555.45,4269.09,5205.96,5262.68,41699.81,44502.95,50463.60
847,31.34,203.96011,,,,ION=[M+H]+,,,81149.87,30783.12,39410.36,7581.21,81149.87,3618.29,48774.22,60328.99,9127.85
848,31.79,73.05270,NA,"Dimethylformamide","C3H7NO",ION=[M+H]+,"C03134",,400971.63,264448.55,20072.73,400971.63,385791.66,6582.38,41433.81,7323.65,11460.74
849,32.93,60.02099,,,,ION=[M+H]+,,,153990.11,102963.10,73019.97,87486.05,153990.11,67413.13,70285.55,148774.36,0.00
850,33.12,162.12585,NA,"2-(2-Butoxyethoxy)ethanol","C8H18O3",ION=[M+H]+,,,42342.46,7856.41,38204.46,8021.06,6223.60,9324.58,34764.39,37506.55,42342.46
851,35.36,87.02094,,,,ION=[M+K]+,,,49078.99,20195.84,47231.82,26391.17,25996.46,8199.89,46883.45,49078.99,45733.02
852,35.85,119.99965,,,,ION=[M+H+H]2+,,,72510.75,7003.39,65230.63,13145.35,0.00,7864.82,59738.45,72510.75,63442.68
853,33.93,41.02643,,,,ION=[M+H]+,,,125405.55,85380.51,81182.38,101443.29,80486.09,74212.13,0.00,118141.59,125405.55
854,35.51,55.95742,,,,ION=[M+H]+,,,554164.38,200028.89,97780.10,25438.11,554164.38,20484.19,95747.85,100088.96,97503.50
855,35.44,140.04388,,,,ION=[M+H+H]2+,,,91313.84,26089.23,86221.70,31744.06,27384.17,19139.45,83730.88,91313.84,83620.38
856,35.76,138.01063,,,,ION=[M+H+H]2+,,,96266.74,9768.37,84377.42,18085.03,0.00,11220.08,75380.54,96266.74,81484.99
857,34.02,143.94949,,,,ION=[M+H]+,,,26103.38,23669.11,11350.27,26103.38,23030.21,21873.76,0.00,8426.81,25624.00
858,33.94,161.96045,,,,ION=[M+H]+,,,11053.13,10070.76,4542.38,11053.13,10077.70,9081.46,0.00,3712.36,9914.79
859,37.44,142.98972,,,,ION=[M+H]+,,,10897.90,3735.40,10049.95,4204.07,4670.41,2331.71,10897.90,10390.74,8861.21
860,35.59,122.03291,,,,ION=[M+H+H]2+,,,46860.59,13999.53,45622.00,17504.76,13927.23,10566.60,44313.14,46860.59,45692.27
861,36.78,129.95850,,,,ION=[M+H]+,,,97924.00,5081.06,75898.96,7306.22,5561.00,2375.96,72471.38,57301.49,97924.00
862,37.27,127.01173,,,,ION=[M+H]+,,,7396.89,3734.37,6654.44,5519.38,2704.00,2979.75,6198.66,7396.89,6367.76
863,37.11,39.97985,,,,ION=[M+H]+,,,9450.49,4859.67,8734.73,6448.64,4686.32,3444.05,8979.44,9450.49,7774.26
864,38.59,184.10775,,,,ION=[M+H]+,,,137614.20,122268.38,109822.22,123088.07,125152.27,118564.80,96512.70,95339.75,137614.20
865,38.74,156.07644,,,,ION=[M+H]+,,,281608.97,266653.24,131935.50,271214.56,281608.97,247136.19,176393.38,192919.02,26494.10
866,38.91,155.03505,,,,ION=[M+H]+,,,16680.47,13837.66,7353.97,8722.80,16680.47,16109.71,14417.49,3644.25,4000.16
867,39.15,139.06090,,,,ION=[M+H]+,,,73800.26,53814.33,11619.89,19125.12,73800.26,68517.63,10273.41,11122.01,13464.26
868,39.16,225.94459,,,,ION=[M+H]+,,,52853.88,5441.70,52288.77,5233.66,5802.05,5289.39,52201.89,52853.88,51810.55
869,39.96,60.02102,,,,ION=[M+H]+,,,586565.94,253111.34,62478.45,586565.94,92951.04,79817.04,164746.17,15101.70,7587.47
870,41.16,157.95678,,,,ION=[M+H]+,,,276411.53,41639.96,226830.17,57964.01,52439.66,14516.20,211877.64,192201.34,276411.53
871,41.32,89.96924,,,,ION=[M+H]+,,,15868.34,1892.63,14433.23,1905.83,2376.31,1395.74,14877.52,15868.34,12553.83
872,42.17,105.07883,,,,ION=[M+H]+,,,5000.38,186.37,4459.22,248.49,117.16,193.47,4274.84,5000.38,4102.45
873,42.96,41.02677,,,,ION=[M+H]+,,,245618.33,196873.92,49009.85,233522.00,245618.33,111481.44,125553.15,10729.44,10746.95
874,43.11,253.94264,,,,ION=[M+H]+,,,12954.32,12354.24,2193.58,12954.32,12800.61,11307.79,3418.74,3162.00,0.00
875,43.42,235.93133,,,,ION=[M+H]+,,,264582.25,191016.17,50.22,55833.70,264582.25,252632.56,0.00,150.67,0.00
876,43.45,136.06502,,,,ION=[M+H]+,,,5106479.00,52.15,4915661.33,81.21,75.24,0.00,5106479.00,4880720.50,4759784.50
877,44.42,121.05276,,,,ION=[M+H]+,,,26712.42,416.29,23849.56,0.00,1112.32,136.54,22209.28,26712.42,22626.99
878,47.04,60.02096,,,,ION=[M+H]+,,,44031.55,24125.22,23556.81,0.00,28344.13,44031.55,17648.06,24175.49,28846.88
879,48.14,115.06472,5.993,"L-Proline","C5H9NO2",ION=[M+H]+,"C00148","147-85-3",3281832.25,310.08,2987270.67,451.74,377.86,100.64,2864920.75,3281832.25,2815059.00
880,47.38,57.98748,,,,ION=[M+H]+,,,58064.12,117.67,54346.88,148.60,137.44,66.96,52850.94,58064.12,52125.58
881,49.19,189.98038,,,,ION=[M+H-H2O]+,,,59279.50,58345.55,3464.28,59279.50,58161.15,57596.01,0.00,7268.83,3124.00
882,49.84,111.04315,6.509,"Cytosine","C4H5N3O",ION=[M+H]+,"C00380","71-30-7",6777602.50,58.47,6473393.17,21.81,127.04,26.57,6478416.00,6777602.50,6164161.00
883,50.50,454.18169,,,,ION=[M+H]+,,,2347879.00,34.63,2316075.00,23.02,36.47,44.41,2275839.75,2347879.00,2324506.25
884,52.30,191.15248,0.247,"Triisopropanolamine","C9H21NO3",ION=[M+H]+,,,162278.70,1596.20,141973.13,1333.93,1630.82,1823.84,110851.04,162278.70,152789.64
885,52.87,60.02088,,,,ION=[M+H]+,,,82348.84,39239.30,43759.44,82348.84,24932.87,10436.20,10456.12,52832.29,67989.93
886,56.66,122.04810,4.929,"Isonicotinamide","C6H6N2O",ION=[M+H]+,,"1453-82-3",2388932.00,228.85,2179933.71,653.79,32.76,0.00,1938057.38,2388932.00,2212811.75
887,56.66,79.04193,5.886,"Pyridine","C5H5N",ION=[M+H]+,"C00747","110-86-1",30316.82,3883.79,28821.02,4158.95,5258.28,2234.13,26176.35,29969.88,30316.82
888,57.44,136.06374,6.448,"3-AMINOBENZAMIDE","C7H8N2O",ION=[M+H]+,,"3544-24-9",3655177.75,20.21,2844183.88,33.01,0.00,27.60,1390828.63,3655177.75,3486545.25
889,59.29,60.02097,,,,ION=[M+H]+,,,159743.73,147902.47,52328.32,140485.56,159743.73,143478.11,37604.64,0.00,119380.33
890,59.95,244.07005,24.714,"URIDINE","C9H12N2O6",ION=[M+H]+,"C00299","58-96-8",63515.97,7888.64,45322.98,9436.77,11940.81,2288.35,25563.97,63515.97,46889.01
891,59.96,112.02715,6.824,"Uracil","C4H4N2O2",ION=[M+H]+,"C00106","66-22-8",160654.31,63.16,135354.35,166.00,23.49,0.00,110606.23,160654.31,134802.52
892,62.76,43.04216,,,,ION=[M+H]+,,,399987.56,600.04,250329.86,0.00,0.00,1800.13,399987.56,187466.22,163535.81
893,63.25,454.18110,,,,ION=[M+H]+,,,2110228.00,27.04,1984123.29,63.32,17.79,0.00,1927050.13,2110228.00,1915091.75
894,62.93,111.04318,6.372,"Cytosine","C4H5N3O",ION=[M+H]+,"C00380","71-30-7",4716766.00,173.67,3321121.92,115.60,308.65,96.75,4716766.00,2954420.00,2292179.75
895,63.42,122.03535,,,,ION=[M+H]+,,,7894.38,584.69,6329.11,428.64,1072.95,252.48,3380.56,7894.38,7712.38
896,65.38,60.02083,,,,ION=[M+H]+,,,246316.05,118839.01,78773.35,246316.05,72439.06,37761.92,28909.76,182115.08,25295.21
897,65.72,95.03678,NA,"3-Pyridinol","C5H5NO",ION=[M+H]+,,,12031.17,29.43,8252.73,0.00,0.00,88.29,4270.89,12031.17,8456.13
898,65.87,122.04900,37.502,"Isonicotinamide","C6H6N2O",ION=[M+H]+,,"1453-82-3",3631548.75,802.41,3086357.75,0.00,918.85,1488.38,2403436.50,3631548.75,3224088.00
899,66.04,79.04195,3.163,"Pyridine","C5H5N",ION=[M+H]+,"C00747","110-86-1",78961.98,2917.26,58387.54,2227.43,3470.60,3053.76,32636.04,78961.98,63564.61
900,68.05,69.05746,,,,ION=[M+H]+,,,924714.06,169.04,684830.48,507.12,0.00,0.00,924714.06,568051.94,561725.44
901,68.49,112.02715,4.552,"Uracil","C4H4N2O2",ION=[M+H]+,"C00106","66-22-8",639356.06,85.92,459046.72,62.59,68.99,126.19,156322.48,639356.06,581461.63
902,69.99,67.98943,,,,ION=[M+H]+,,,9804.03,63.76,8046.05,191.29,0.00,0.00,8618.48,9804.03,5715.65
903,70.94,136.06375,4.325,"3-AMINOBENZAMIDE","C7H8N2O",ION=[M+H]+,,"3544-24-9",1801933.75,177.16,1274956.13,409.30,122.19,0.00,1801933.75,867984.88,1154949.75
904,71.28,43.04215,,,,ION=[M+H]+,,,620943.75,1176.91,402537.08,3530.72,0.00,0.00,620943.75,307160.78,279506.72
905,72.48,60.02101,,,,ION=[M+H]+,,,199219.16,82950.35,145517.02,149073.53,0.00,99777.51,169860.67,199219.16,67471.23
906,72.86,244.06995,9.548,"URIDINE","C9H12N2O6",ION=[M+H]+,"C00299","58-96-8",1305601.38,4787.92,868708.92,9747.90,0.00,4615.87,66588.02,1305601.38,1233937.38
907,74.83,112.02713,4.392,"Uracil","C4H4N2O2",ION=[M+H]+,"C00106","66-22-8",1499879.25,84.30,1216390.04,128.26,76.65,47.99,788368.50,1499879.25,1360922.38
908,75.64,454.18097,,,,ION=[M+H]+,,,792841.88,87.02,461860.70,99.94,126.92,34.21,792841.88,295549.38,297190.84
909,77.28,60.02087,,,,ION=[M+H]+,,,225997.16,75332.39,125183.08,0.00,225997.16,0.00,53604.27,105821.73,216123.23
910,80.03,100.01602,4.290,"2,4(3H,5H)-Furandione","C4H4O3",ION=[M+H]+,,"4971-56-6",152279.23,11.13,97892.10,33.40,0.00,0.00,22999.03,152279.23,118398.02
911,81.10,60.02105,,,,ION=[M+H]+,,,124602.47,78148.51,35812.30,124602.47,50242.68,59600.39,43815.54,63621.38,0.00
912,83.43,153.04294,,,,ION=[M+H-H2O]+,,,3913617.00,108.52,2848908.85,76.51,112.60,136.44,960849.56,3913617.00,3672260.00
913,83.12,91.04151,,,,ION=[M+H]+,,,23068.54,16.67,18711.45,0.00,0.00,50.01,10451.13,23068.54,22614.68
914,85.03,174.04085,,,,ION=[M+H]+,,,1010126.44,169.14,711660.83,117.17,264.35,125.89,145121.11,1010126.44,979734.94
915,84.72,152.05913,,,,ION=[M+H]+,,,11708548.00,559.74,8589938.17,1018.95,533.05,127.23,2371970.50,11689296.00,11708548.00
916,87.81,111.04325,6.336,"Cytosine","C4H5N3O",ION=[M+H]+,"C00380","71-30-7",2096117.25,205.37,1737472.33,363.02,117.33,135.76,1111300.50,2096117.25,2004999.25
917,90.05,69.05754,,,,ION=[M+H]+,,,523143.78,207.32,422736.95,29.70,592.25,0.00,313217.50,523143.78,431849.56
918,92.51,122.04797,4.220,"Isonicotinamide","C6H6N2O",ION=[M+H]+,,"1453-82-3",1865094.75,228.52,1253000.86,100.82,237.97,346.76,296612.47,1865094.75,1597295.38
919,95.85,42.01057,,,,ION=[M+H]+,,,847716.81,480030.83,60049.29,847716.81,12702.13,579673.56,158379.70,16270.57,5497.59
920,99.39,60.02093,,,,ION=[M+H]+,,,389763.88,107796.56,270952.45,245756.16,47988.73,29644.79,127284.72,295808.75,389763.88
921,104.90,60.02098,,,,ION=[M+H]+,,,195121.61,126648.36,48692.33,195121.61,118022.13,66801.34,0.00,97302.15,48774.84
922,109.06,174.04103,,,,ION=[M+H]+,,,803035.25,193.25,583866.34,201.64,288.15,89.97,147722.66,803035.25,800841.13
923,111.78,234.95447,,,,ION=[M+H-H2O]+,,,34410.14,39.49,26347.04,45.74,0.00,72.74,11012.70,34410.14,33618.29
924,111.06,60.02092,,,,ION=[M+H]+,,,108482.95,67789.57,41173.61,79637.05,108482.95,15248.70,18857.04,25172.04,79491.73
925,116.35,60.02099,,,,ION=[M+H]+,,,141756.92,32800.21,113241.16,38917.13,25817.84,33665.65,141756.92,141431.67,56534.90
926,122.28,174.04086,,,,ION=[M+H]+,,,121199.83,52.45,93186.23,57.69,46.01,53.66,121199.83,79598.69,78760.19
927,126.30,238.14197,,,,ION=[M+Na]+,,,21206.35,20801.29,10029.30,20506.78,21206.35,20690.74,2929.33,12697.25,14461.33
928,128.08,60.02085,,,,ION=[M+H]+,,,89381.17,72931.02,29455.37,47813.07,89381.17,81598.81,37286.96,20243.39,30835.74
929,129.92,138.06461,,,,ION=[M+H]+,,,8583.74,394.75,7247.72,207.69,516.52,460.04,6791.21,6368.21,8583.74
930,130.25,137.04916,,,,ION=[M+H]+,,,9090530.00,162.36,8742885.67,153.92,123.85,209.31,8116451.00,9021676.00,9090530.00
931,130.58,93.05739,3.871,"Aniline","C6H7N",ION=[M+H]+,"C00292","62-53-3",967838.19,1603.50,942744.13,4229.04,581.45,0.00,917346.00,967838.19,943048.19
932,130.58,94.04144,1.422,"Phenol","C6H6O",ION=[M+H]+,"C00146","108-95-2",16019.96,137.46,14875.66,148.08,171.07,93.23,14375.17,14231.86,16019.96
933,130.42,76.03085,,,,ION=[M+H]+,,,55403.96,33.53,50036.53,0.00,27.18,73.41,55403.96,43898.60,50807.02
934,130.41,119.03711,,,,ION=[M+H]+,,,947038.69,26.30,772206.88,18.61,20.72,39.58,947038.69,680710.38,688871.56
935,133.77,282.16814,,,,ION=[M+Na]+,,,15497.34,9746.80,8583.07,10210.96,9954.45,9075.00,1407.34,8844.54,15497.34
936,136.39,72.05727,,,,ION=[M+H]+,,,1105649.50,1069825.27,80183.16,1073219.13,1105649.50,1030607.19,38973.47,101786.02,99789.98
