"FEATURE_ID","RT","PEPMASS","SIGMA_SCORE","NAME_METABOSCAPE","MOLECULAR_FORMULA","ADDUCT","KEGG","CAS","MaxIntensity","sample_blank_MeanIntensity","sample_full_mix_MeanIntensity","50MeOH_10570","50MeOH_10571","50MeOH_10572","FullMix_10574","FullMix_10577","FullMix_10580"
374,282.98,486.24900,NA,"N-[(4-fluorophenyl)methyl]-3-methyl-1-(3,4,5-triethoxybenzoyl)piperidine-3-carboxamide","C27H35FN2O5",ION=[M+H]+,,,6515.88,174.69,5887.31,96.42,249.21,178.45,5350.25,6515.88,5795.81
375,283.05,431.24319,,,,ION=[M+H]+,,,70084.73,4261.01,64999.94,4472.46,4058.51,4252.05,57873.61,70084.73,67041.48
376,283.14,330.12358,,,,ION=[M+H]+,,,17061.96,317.34,16895.29,614.16,337.86,0.00,16843.26,16780.66,17061.96
377,283.14,403.21217,,,,ION=[M+H]+,,,51675.34,1603.31,50549.40,1370.32,1714.33,1725.28,50614.38,51675.34,49358.49
378,283.14,1134.69409,,,,ION=[M+H+H]2+,,,13221.86,670.45,13132.89,1133.80,470.08,407.47,13183.47,13221.86,12993.35
379,283.14,501.14289,,,,ION=[M+H+H]2+,,,9784.35,642.80,9352.93,604.11,536.55,787.74,9784.35,9526.11,8748.32
380,283.14,483.13341,,,,ION=[M+H+H]2+,,,13329.69,870.57,11581.26,947.18,719.23,945.31,13329.69,11320.19,10093.91
381,283.62,444.23896,108.453,"6-[4-(3,5-dimethoxybenzoyl)piperazin-1-yl]-1,3-di(propan-2-yl)pyrimidine-2,4-dione","C23H32N4O5",ION=[M+H]+,,,4818.53,28.66,4341.35,0.00,0.00,85.98,3609.10,4818.53,4596.44
382,285.06,363.28029,33.406,"gamma-Linolenoyl GABA","C22H37NO3",ION=[M+H]+,,,9260.29,8.74,9142.39,26.21,0.00,0.00,8932.00,9260.29,9234.87
383,287.06,429.38137,,,,ION=[M+H]+,,,24497.59,4127.90,23553.05,4446.91,3597.08,4339.71,23952.06,24497.59,22209.50
384,287.64,459.26210,,,,ION=[M+H]+,,,12014.04,10438.23,9306.40,9405.15,9895.48,12014.04,7808.98,9478.52,10631.70
385,287.65,603.36229,48.191,"benzonatate (2,5,8,11,14,17,20,23,26-Nonaoxaoctacosan-28-yl p-(butylamino)-benzoate","C30H53NO11",ION=[M+H]+,,"104-31-4",5678.93,14.25,5351.07,42.76,0.00,0.00,5095.77,5278.49,5678.93
386,287.72,431.23077,37.350,"N-[3-(3,4-dihydro-1H-isoquinolin-2-yl)propyl]-2-(4-oxo-6,7,8,9-tetrahydropyrimido[4,5-b]quinolin-3-yl)acetamide","C25H29N5O2",ION=[M+H]+,,,19227.96,5909.65,17201.01,6158.87,6005.48,5564.58,15488.28,16886.79,19227.96
387,287.81,171.08980,11.775,"NSC143348","C8H13NO3",ION=[M+H]+,"0",,9265.29,352.22,9108.20,693.20,0.00,363.47,9265.29,8967.08,9092.24
388,288.47,427.30881,7.217,"SEVEDINDIONE","C27H41NO3",ION=[M+H]+,,,31812.84,10.78,30631.62,0.00,0.00,32.34,29601.19,30480.84,31812.84
389,288.64,480.35600,,,,ION=[M+H]+,,,9815.66,6.36,9610.90,0.00,19.09,0.00,9815.66,9242.78,9774.26
390,291.92,105.07856,NA,"2-(2-Aminoethoxy)ethanol","C4H11NO2",ION=[M+H]+,,,4267.58,215.12,3775.33,271.73,120.43,253.21,3210.65,3847.75,4267.58
391,294.01,311.35546,,,,ION=[M+H]+,,,8796.76,5406.01,8046.72,5824.90,6713.88,3679.26,8438.52,6904.88,8796.76
392,298.09,326.17030,,,,ION=[M+H]+,,,6115.98,399.46,5318.60,76.01,0.00,1122.38,4913.68,4926.15,6115.98
393,298.26,243.22007,,,,ION=[M+H]+,,,4032.71,447.69,3544.25,675.45,308.37,359.25,3227.21,4032.71,3372.82
394,299.26,208.14684,,,,ION=[M+H]+,,,5440.96,4367.62,4738.62,3837.03,4129.35,5136.48,5440.96,4347.04,4427.86
395,300.98,238.11874,NA,"1-(3-Ethyl-2,4-dihydroxy-6-methoxyphenyl)-1-butanone","C13H18O4",ION=[M+H]+,,,5751.02,1411.46,5397.17,1669.24,521.93,2043.21,5543.28,4897.20,5751.02
396,301.15,128.08378,19.389,"2,2-dimethyl-4-pentenoic acid","C7H12O2",ION=[M+H]+,,"16386-93-9",6359.83,93.55,5996.30,70.59,136.75,73.32,6263.42,6359.83,5365.65
397,301.49,448.21200,,,,ION=[M+H]+,,,11637.10,14.26,10804.50,42.78,0.00,0.00,11637.10,11012.81,9763.58
398,303.61,912.60809,,,,ION=[M+H+H]2+,,,236016.42,47.76,229442.33,0.00,66.74,76.54,223554.27,236016.42,228756.30
399,303.61,840.56556,,,,ION=[M+H+H]2+,,,30296.36,30.29,29157.57,0.00,90.88,0.00,29255.62,27920.73,30296.36
400,303.61,894.59709,,,,ION=[M+H+H]2+,,,167808.58,11.00,162790.46,0.00,33.00,0.00,160122.34,167808.58,160440.47
401,305.13,336.09744,,,,ION=[M+H]+,,,18662.29,13740.67,5473.54,18662.29,11590.68,10969.06,8032.45,4335.67,4052.50
402,305.23,198.16212,,,,ION=[M+H]+,,,13829.64,11458.46,10138.72,10375.77,13829.64,10169.99,7583.59,11072.63,11759.93
403,305.23,110.10929,,,,ION=[M+H]+,,,31539.65,20938.65,15862.44,19738.36,31539.65,11537.95,14829.59,15466.55,17291.18
404,305.39,68.06247,,,,ION=[M+H]+,,,542326.63,205090.36,18269.33,542326.63,61097.03,11847.42,16571.19,17669.04,20567.76
405,305.87,469.35302,,,,ION=[M+H]+,,,21706.97,53.86,20845.32,161.57,0.00,0.00,20091.00,21706.97,20737.98
406,306.60,390.33495,,,,ION=[M+H]+,,,130241.45,53225.91,30230.56,0.00,29436.29,130241.45,29263.10,28646.67,32781.89
407,307.52,356.27162,5.933,"Docosahexaenoic Acid ethyl ester","C24H36O2",ION=[M+H]+,,"1020718-25-5",298112.38,8.50,291432.22,0.00,0.00,25.49,290880.31,298112.38,285303.97
408,307.70,370.23330,,,,ION=[M+H]+,,,20373.03,128.59,18718.52,326.14,59.62,0.00,20373.03,17700.28,18082.23
409,309.17,139.98809,,,,ION=[M+H]+,,,195869.77,183155.78,109895.68,163883.31,189714.27,195869.77,113747.70,111974.50,103964.84
410,309.18,222.05705,,,,ION=[M+H]+,,,5983.79,5639.45,2785.14,5375.99,5627.50,5914.84,1228.23,1143.41,5983.79
411,309.18,296.07458,107.784,"Octamethylcyclotetrasiloxane","C8H24O4Si4",ION=[M+H]+,,"556-67-2",4728.46,4143.87,1898.43,3776.14,4728.46,3927.01,268.27,899.88,4527.15
412,310.76,339.38613,,,,ION=[M+H]+,,,18696.59,15986.09,16695.99,18696.59,17943.78,11317.90,18210.76,14514.84,17362.37
413,310.79,844.60434,,,,ION=[M+H]+,,,57529.74,10.01,55267.16,0.00,0.00,30.04,55657.28,57529.74,52614.47
414,311.73,56.92715,,,,ION=[M+H]+,,,156622.09,103231.04,95284.18,148078.48,4992.54,156622.09,100336.55,96729.20,88786.78
415,311.75,481.35327,34.480,"Lyso-PAF C-16","C24H52NO6P",ION=[M+H]+,"0","52691-62-0",6161.13,70.67,5882.85,212.01,0.00,0.00,5803.93,6161.13,5683.51
416,312.72,855.58513,67.525,"PE 19:2_26:7","C50H82NO8P",ION=[M+H]+,,,4916.64,8.39,4615.94,25.17,0.00,0.00,4346.07,4585.09,4916.64
