"FEATURE_ID","RT","PEPMASS","CCS","SIGMA_SCORE","NAME_METABOSCAPE","MOLECULAR_FORMULA","ADDUCT","KEGG","CAS","MaxIntensity","newJC1_Blank expanded gradient_MeanIntensity","newJC1_Coculture 1 mg_mL expanded gradient_MeanIntensity","newJC1_JC1 0.25 mg_mL expanded gradient_MeanIntensity","newJC1_JC1 1 mg_mL expanded gradient_MeanIntensity","newJC1_Media 1 mg_mL expanded gradient_MeanIntensity","newJC1_Media 0.25 mg_mL expanded gradient_MeanIntensity","newJC1_Coculture 0.25 mg_mL expanded gradient_MeanIntensity","121523_Blank_expanded_gradient_73_1_6075","121523_UM1901B_Coculture_1mgmL_expanded_gradient_81_1_6076","121523_UM1899B_JC1_0.25mgmL_expanded_gradient_82_1_6077","121523_UM1899B_JC1_1mgmL_expanded_gradient_79_1_6078","121523_UM1900B_Media_1mgmL_expanded_gradient_80_1_6079","121523_UM1900B_Media_0.25mgmL_expanded_gradient_83_1_6080","121523_UM1901B_Coculture_0.25mgmL_expanded_gradient_84_1_6081","121523_Blank_expanded_gradient_73_1_6082","121523_UM1901B_Coculture_0.25mgmL_expanded_gradient_84_1_6083","121523_UM1901B_Coculture_1mgmL_expanded_gradient_81_1_6084","121523_UM1899B_JC1_0.25mgmL_expanded_gradient_82_1_6085","121523_UM1899B_JC1_1mgmL_expanded_gradient_79_1_6086","121523_UM1900B_Media_1mgmL_expanded_gradient_80_1_6087","121523_UM1900B_Media_0.25mgmL_expanded_gradient_83_1_6088","121523_Blank_expanded_gradient_73_1_6089","121523_UM1899B_JC1_0.25mgmL_expanded_gradient_82_1_6090","121523_UM1901B_Coculture_1mgmL_expanded_gradient_81_1_6091","121523_UM1899B_JC1_1mgmL_expanded_gradient_79_1_6092","121523_UM1900B_Media_1mgmL_expanded_gradient_80_1_6093","121523_UM1901B_Coculture_0.25mgmL_expanded_gradient_84_1_6094","121523_UM1900B_Media_0.25mgmL_expanded_gradient_83_1_6095"
314,278.05,581.34109,220.6074,19.282,,"C24H56KN5O4S2",ION=[M+H]+,,,1876.87,0.00,0.00,0.00,1815.96,0.00,0.00,0.00,0.00,0.00,0.00,1785.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1785.08,0.00,0.00,0.00,0.00,0.00,1876.87,0.00,0.00,0.00
315,278.36,350.19449,182.0157,39.199,,"C16H30O8",ION=[M+H]+,,,2349.01,0.00,0.00,0.00,0.00,2307.89,803.87,0.00,0.00,0.00,0.00,0.00,2349.01,924.03,0.00,0.00,0.00,0.00,0.00,0.00,2315.16,770.42,0.00,0.00,0.00,0.00,2259.49,0.00,717.17
316,278.47,1094.61654,344.73584,34.352,,"C45H83N20O8PS",ION=[M+H+H]2+,,,3104.78,0.00,0.00,777.09,2723.81,3069.54,818.37,0.00,0.00,0.00,772.54,2667.69,3104.78,734.97,0.00,0.00,0.00,0.00,712.53,2842.41,3025.76,928.87,0.00,846.21,0.00,2661.32,3078.09,0.00,791.27
317,278.79,1157.55728,348.27243,23.789,,"C66H86N3O9P3",ION=[M+H+H]2+,,,1902.58,0.00,0.00,631.89,1842.27,1840.50,316.36,0.00,0.00,0.00,569.97,1811.24,1843.79,497.13,0.00,0.00,0.00,0.00,727.41,1843.45,1775.12,0.00,0.00,598.29,0.00,1872.14,1902.58,0.00,451.94
318,278.82,598.34631,155.39316,41.034,,"C28H38N16",ION=[M+H]+,,,1527.99,0.00,0.00,0.00,1002.61,1330.44,0.00,0.00,0.00,0.00,0.00,1154.76,1527.99,0.00,0.00,0.00,0.00,0.00,0.00,865.74,1170.17,0.00,0.00,0.00,0.00,987.32,1293.16,0.00,0.00
319,279.37,887.45075,332.65872,68.648,,"C33H63N17O8P2",ION=[M+H+H]2+,,,1772.24,0.00,1672.72,0.00,0.00,0.00,0.00,0.00,0.00,1772.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1500.28,0.00,0.00,0.00,0.00,0.00,0.00,1745.65,0.00,0.00,0.00,0.00
320,279.39,1073.51420,330.53302,6.811,,"C55H77N7O11P2",ION=[M+H+H]2+,,,7403.02,0.00,7110.86,0.00,0.00,0.00,0.00,2190.89,0.00,6645.93,0.00,0.00,0.00,0.00,2326.31,0.00,1844.53,7403.02,0.00,0.00,0.00,0.00,0.00,0.00,7283.62,0.00,0.00,2401.84,0.00
321,279.85,1089.53137,336.72864,12.157,,"C50H72KN19O5S",ION=[M+H+H]2+,,,3129.82,0.00,0.00,872.14,2983.60,2101.88,0.00,0.00,0.00,0.00,792.64,3129.82,2246.84,0.00,0.00,0.00,0.00,0.00,747.45,2960.27,2033.47,0.00,0.00,1076.32,0.00,2860.71,2025.32,0.00,0.00
322,279.85,632.31566,235.83319,55.472,"NPA029133","C35H44N4O7",ION=[M+H]+,,,2756.96,0.00,0.00,386.94,1752.95,2641.58,574.57,0.00,0.00,0.00,420.95,1809.87,2717.74,557.95,0.00,0.00,0.00,0.00,416.23,1728.61,2450.04,550.89,0.00,323.64,0.00,1720.36,2756.96,0.00,614.87
323,280.12,1166.61961,348.00174,1.198,,"C60H92N6O13P2",ION=[M+H+H]2+,,,2542.33,0.00,0.00,0.00,1647.63,2456.64,319.43,0.00,0.00,0.00,0.00,1706.97,2542.33,0.00,0.00,0.00,0.00,0.00,0.00,1587.26,2381.97,484.65,0.00,0.00,0.00,1648.68,2445.63,0.00,473.62
324,280.98,1769.85660,480.9535,283.908,,"C52H125K3N43O13P3",ION=[M+H+H2]3+,,,1573.61,0.00,0.00,0.00,959.32,1398.67,0.00,0.00,0.00,0.00,0.00,1079.18,1194.19,0.00,0.00,0.00,0.00,0.00,0.00,949.72,1573.61,0.00,0.00,0.00,0.00,849.05,1428.23,0.00,0.00
325,281.20,531.23563,211.38809,12.601,,"C26H34KN7O3",ION=[M+H]+,,,5246.01,0.00,0.00,1667.89,4972.85,4434.91,1287.48,0.00,0.00,0.00,1714.65,5246.01,4633.25,1426.05,0.00,0.00,0.00,0.00,1599.82,4711.62,4349.56,1188.29,0.00,1689.20,0.00,4960.93,4321.91,0.00,1248.11
326,281.76,741.38929,251.68573,12.781,"NPA027474","C38H55N5O10",ION=[M+H]+,,,10786.14,0.00,346.96,3076.85,10444.24,6830.43,1772.37,0.00,0.00,325.88,2976.47,10786.14,7157.53,1841.85,0.00,0.00,0.00,301.01,3009.74,10231.78,6423.24,1608.03,0.00,3244.33,413.98,10314.80,6910.52,0.00,1867.24
327,281.97,670.31605,232.81401,17.076,"NPA010391","C35H46N2O11",ION=[M+H]+,,,2274.03,0.00,0.00,549.92,2205.56,0.00,0.00,0.00,0.00,0.00,650.78,2202.21,0.00,0.00,0.00,0.00,0.00,0.00,459.57,2274.03,0.00,0.00,0.00,539.40,0.00,2140.45,0.00,0.00,0.00
328,282.08,481.28945,203.94208,34.276,"NPA017832","C28H39N3O4",ION=[M+H]+,,,4774.51,0.00,0.00,1771.47,4650.46,2150.50,709.08,0.00,0.00,0.00,1823.50,4774.51,2179.13,576.50,0.00,0.00,0.00,0.00,1713.92,4717.69,2044.92,708.04,0.00,1776.99,0.00,4459.17,2227.45,0.00,842.72
329,282.14,1491.70779,390.44537,40.933,,"C61H122NO33PS2",ION=[M+H+H]2+,,,1697.22,0.00,0.00,0.00,1276.27,1625.56,0.00,0.00,0.00,0.00,0.00,1314.02,1484.03,0.00,0.00,0.00,0.00,0.00,0.00,1130.05,1695.44,0.00,0.00,0.00,0.00,1384.74,1697.22,0.00,0.00
330,283.07,973.44921,332.7206,108.532,"NPA014363","C48H63N9O13",ION=[M+H+H]2+,,,2428.75,0.00,0.00,0.00,1278.86,1976.69,0.00,0.00,0.00,0.00,0.00,1264.43,2428.75,0.00,0.00,0.00,0.00,0.00,0.00,1161.23,1717.06,0.00,0.00,0.00,0.00,1410.91,1784.27,0.00,0.00
331,283.64,1914.93428,511.361,31.776,,"C70H17N23O42S2",ION=[M+H+H2]3+,,,8641.61,0.00,8121.21,0.00,0.00,0.00,0.00,2225.90,0.00,7756.63,0.00,0.00,0.00,0.00,2264.49,0.00,2214.86,7965.38,0.00,0.00,0.00,0.00,0.00,0.00,8641.61,0.00,0.00,2198.34,0.00
332,284.05,373.18471,151.43497,82.329,,"C16H27N3O7",ION=[M+H]+,,,1699.10,0.00,1479.32,0.00,0.00,0.00,0.00,145.08,0.00,1201.46,0.00,0.00,0.00,0.00,0.00,0.00,435.24,1537.40,0.00,0.00,0.00,0.00,0.00,0.00,1699.10,0.00,0.00,0.00,0.00
333,284.33,561.28230,221.78705,145.392,"NPA031253","C31H44ClNO6",ION=[M+H]+,,,3858.44,0.00,0.00,787.43,2352.97,3699.44,1093.20,0.00,0.00,0.00,858.13,2437.77,3858.44,993.04,0.00,0.00,0.00,0.00,843.97,2099.41,3732.54,1256.34,0.00,660.19,0.00,2521.73,3507.34,0.00,1030.21
334,285.08,1028.49310,333.72296,9.109,"NPA011920","C48H72N10O13S",ION=[M+H+H]2+,,,5878.58,0.00,5620.28,0.00,0.00,0.00,0.00,1696.94,0.00,5314.41,0.00,0.00,0.00,0.00,1744.13,0.00,1755.47,5878.58,0.00,0.00,0.00,0.00,0.00,0.00,5667.86,0.00,0.00,1591.22,0.00
335,285.18,1201.51826,349.4699,22.130,,"C37H82N21O16P3S",ION=[M+H+H]2+,,,1578.65,0.00,1507.02,0.00,0.00,0.00,0.00,0.00,0.00,1540.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1578.65,0.00,0.00,0.00,0.00,0.00,0.00,1401.58,0.00,0.00,0.00,0.00
336,285.24,655.28428,236.65334,19.044,,"C42H42NO4P",ION=[M+H]+,,,5511.18,0.00,0.00,1057.51,3717.80,5280.27,1282.97,0.00,0.00,0.00,1132.20,3848.95,5251.91,1283.89,0.00,0.00,0.00,0.00,1104.55,3550.54,5077.71,1353.20,0.00,935.79,0.00,3753.92,5511.18,0.00,1211.83
337,285.34,1071.46815,341.83817,17.680,,"C52H71N11O8P2S",ION=[M+H+H]2+,,,1627.89,0.00,0.00,0.00,1254.95,1532.07,0.00,0.00,0.00,0.00,0.00,1264.57,1361.10,0.00,0.00,0.00,0.00,0.00,0.00,1077.98,1627.89,0.00,0.00,0.00,0.00,1422.31,1607.24,0.00,0.00
338,285.35,589.27697,224.39696,15.258,,"C29H35N9O5",ION=[M+H]+,,,2049.51,0.00,0.00,540.69,1930.37,1819.39,461.33,0.00,0.00,0.00,538.10,2038.94,1716.31,422.32,0.00,0.00,0.00,0.00,582.99,1802.94,1692.35,408.55,0.00,500.97,0.00,1949.22,2049.51,0.00,553.13
339,285.58,527.33002,217.03008,58.891,,"C37H41N3",ION=[M+H]+,,,1693.61,0.00,0.00,263.66,1220.97,1612.79,350.66,0.00,0.00,0.00,0.00,1403.06,1650.42,495.48,0.00,0.00,0.00,0.00,364.83,1074.03,1494.34,556.50,0.00,426.16,0.00,1185.81,1693.61,0.00,0.00
340,285.81,867.39521,263.8298,2.133,,"C38H49N19O4S",ION=[M+H]+,,,9515.56,0.00,0.00,2174.39,7860.17,9283.42,2481.15,0.00,0.00,0.00,2121.80,8166.36,9515.56,2405.22,0.00,0.00,0.00,0.00,2235.72,7847.02,9317.56,2525.43,0.00,2165.66,0.00,7567.13,9017.13,0.00,2512.80
341,285.83,905.34437,301.64325,3.955,,"C38H48N15O10P",ION=[M+H+H]2+,,,3937.53,0.00,0.00,1583.76,2859.95,3889.34,1568.02,0.00,0.00,0.00,1518.68,3146.36,3937.53,1506.40,0.00,0.00,0.00,0.00,1758.34,2802.92,3907.97,1469.11,0.00,1474.26,0.00,2630.56,3822.53,0.00,1728.56
342,285.97,559.26300,216.09914,36.423,,"C26H41NO12",ION=[M+H]+,,,11971.00,0.00,702.37,3491.23,11219.42,8332.84,2409.60,0.00,0.00,516.33,3492.34,11971.00,8874.17,2477.27,0.00,0.00,0.00,783.81,3327.78,10255.89,8204.12,2337.13,0.00,3653.56,806.95,11431.36,7920.24,0.00,2414.39
343,286.25,1063.52885,337.83517,15.622,"NPA028740","C57H73N7O13",ION=[M+H+H]2+,,,3694.88,0.00,0.00,1011.96,3014.23,3455.21,1124.62,0.00,0.00,0.00,1036.07,2594.44,3694.88,1022.10,0.00,0.00,0.00,0.00,1030.56,2908.04,3164.01,1243.64,0.00,969.27,0.00,3540.20,3506.76,0.00,1108.12
344,286.30,921.31674,302.81155,20.703,,"C36H47N19O5S3",ION=[M+H+H]2+,,,2171.56,0.00,0.00,806.84,1590.68,1958.67,831.10,0.00,0.00,0.00,957.15,1860.22,2171.56,733.09,0.00,0.00,0.00,0.00,788.84,1492.71,1943.43,910.69,0.00,674.52,0.00,1419.11,1761.01,0.00,849.52
345,286.57,694.40181,244.99081,62.120,"NPA025591","C36H58N2O11",ION=[M+H]+,,,1634.61,0.00,0.00,0.00,727.93,1529.46,95.43,0.00,0.00,0.00,0.00,640.00,1634.61,286.30,0.00,0.00,0.00,0.00,0.00,795.46,1462.25,0.00,0.00,0.00,0.00,748.32,1491.52,0.00,0.00
346,286.82,517.25638,210.42148,68.693,"NPA012015","C25H35N5O7",ION=[M+H]+,,,5596.09,0.00,0.00,1464.82,4424.99,5243.93,1574.66,0.00,0.00,0.00,1527.32,4362.58,5596.09,1615.29,0.00,0.00,0.00,0.00,1534.26,4376.35,5039.75,1474.29,0.00,1332.89,0.00,4536.04,5095.95,0.00,1634.41
347,287.31,811.44147,259.52386,10.086,"NPA021199","C41H65NO15",ION=[M+H]+,,,7991.02,0.00,0.00,1194.08,4431.32,7674.93,1828.26,0.00,0.00,0.00,1229.71,4276.02,7760.75,1690.52,0.00,0.00,0.00,0.00,1124.49,4159.42,7273.02,1958.45,0.00,1228.04,0.00,4858.53,7991.02,0.00,1835.80
348,287.36,551.28486,161.14413,42.423,,"C28H37N7O5",ION=[M+H]+,,,2060.09,0.00,0.00,333.32,1544.81,2012.04,481.57,0.00,0.00,0.00,479.49,1464.65,2060.09,581.86,0.00,0.00,0.00,0.00,520.48,1472.35,2012.96,434.39,0.00,0.00,0.00,1697.42,1963.07,0.00,428.47
349,287.57,1280.59625,370.44452,44.560,,"C52H91KN16O15P2",ION=[M+H+H]2+,,,1846.20,0.00,0.00,0.00,1267.53,1800.22,299.66,0.00,0.00,0.00,0.00,1250.64,1801.13,369.60,0.00,0.00,0.00,0.00,0.00,1178.18,1753.34,0.00,0.00,0.00,0.00,1373.77,1846.20,0.00,529.39
350,287.91,1066.52314,342.36246,6.650,,"C50H79N6O17P",ION=[M+H+H]2+,,,2586.92,0.00,0.00,458.17,2231.21,2561.13,429.11,0.00,0.00,0.00,685.23,2272.68,2549.12,598.40,0.00,0.00,0.00,0.00,689.28,2351.47,2586.92,0.00,0.00,0.00,0.00,2069.48,2547.35,0.00,688.93
351,287.96,1539.77078,462.01257,53.365,,"C66H21K2O27P7",ION=[M+H+H2]3+,,,2720.89,0.00,0.00,0.00,1932.80,2488.30,0.00,0.00,0.00,0.00,0.00,2006.65,2509.18,0.00,0.00,0.00,0.00,0.00,0.00,1842.56,2234.81,0.00,0.00,0.00,0.00,1949.19,2720.89,0.00,0.00
352,288.02,420.23377,192.97914,30.609,"NPA014073","C21H32N4O5",ION=[M+H]+,,,2339.59,0.00,0.00,0.00,1875.08,2188.38,0.00,0.00,0.00,0.00,0.00,1939.48,1981.21,0.00,0.00,0.00,0.00,0.00,0.00,1905.64,2244.34,0.00,0.00,0.00,0.00,1780.12,2339.59,0.00,0.00
353,288.17,655.35169,237.40324,52.588,"NPA012324","C35H49N3O9",ION=[M+H]+,,,1702.86,0.00,0.00,225.83,1513.85,1316.91,0.00,0.00,0.00,0.00,339.99,1433.08,1215.37,0.00,0.00,0.00,0.00,0.00,337.51,1702.86,1287.91,0.00,0.00,0.00,0.00,1405.61,1447.44,0.00,0.00
354,288.21,479.22641,204.10252,20.808,,"C18H30N11O3P",ION=[M+H]+,,,1568.81,0.00,1504.19,0.00,551.63,533.60,0.00,281.43,0.00,1437.88,0.00,613.42,532.20,0.00,392.77,0.00,451.54,1505.87,0.00,516.07,391.84,0.00,0.00,0.00,1568.81,525.40,676.76,0.00,0.00
355,288.52,958.54441,317.722,6.521,"NPA019398","C47H74N8O13",ION=[M+H+H]2+,,,3569.89,0.00,3369.04,0.00,0.00,0.00,0.00,982.92,0.00,3196.35,0.00,0.00,0.00,0.00,1020.02,0.00,921.51,3340.89,0.00,0.00,0.00,0.00,0.00,0.00,3569.89,0.00,0.00,1007.23,0.00
356,288.60,980.41390,318.35754,66.092,,"C30H40N38O3",ION=[M+H+H]2+,,,1650.22,0.00,0.00,561.23,1482.00,1191.51,0.00,0.00,0.00,0.00,482.61,1582.82,1084.22,0.00,0.00,0.00,0.00,0.00,592.06,1212.96,1243.85,0.00,0.00,609.01,0.00,1650.22,1246.46,0.00,0.00
357,288.66,976.53785,341.75687,15.379,,"C57H78N4O6P2",ION=[M+H+H]2+,,,3997.99,0.00,0.00,0.00,1986.88,3858.07,568.17,0.00,0.00,0.00,0.00,1945.80,3974.34,0.00,0.00,0.00,0.00,0.00,0.00,1778.38,3601.89,839.15,0.00,0.00,0.00,2236.45,3997.99,0.00,865.36
358,289.14,665.33606,242.64073,10.045,,"C33H53N3O7P2",ION=[M+H]+,,,3409.58,0.00,860.24,828.79,3105.66,3224.82,823.83,0.00,0.00,891.18,813.71,3076.32,3409.58,956.86,0.00,0.00,0.00,908.11,818.52,3009.94,3134.18,856.58,0.00,854.15,781.44,3230.71,3130.71,0.00,658.04
359,289.74,1113.54258,344.18588,1.873,,"C66H81K2N7O2S",ION=[M+H+H]2+,,,1608.81,0.00,0.00,0.00,1286.84,1468.48,0.00,0.00,0.00,0.00,0.00,1308.96,1377.82,0.00,0.00,0.00,0.00,0.00,0.00,1348.75,1418.81,0.00,0.00,0.00,0.00,1202.79,1608.81,0.00,0.00
360,289.93,642.27229,233.76947,NA,"NPA027648","C29H44Cl2N6O6",ION=[M+H]+,,,2522.26,0.00,0.00,498.40,1587.13,2416.44,585.14,0.00,0.00,0.00,431.29,1549.47,2522.26,571.79,0.00,0.00,0.00,0.00,613.47,1563.39,2403.17,648.80,0.00,450.45,0.00,1648.52,2323.88,0.00,534.83
361,290.47,524.25868,137.94849,36.646,"NPA020095","C19H32N12O6",ION=[M+H]+,,,2217.14,0.00,0.00,920.14,2076.90,1471.47,142.37,0.00,0.00,0.00,887.81,2217.14,1571.87,427.12,0.00,0.00,0.00,0.00,980.00,2023.17,1421.82,0.00,0.00,892.62,0.00,1990.41,1420.72,0.00,0.00
362,290.51,1120.56693,350.41672,10.873,,"C42H81KN24O4S3",ION=[M+H+H]2+,,,1967.38,0.00,0.00,0.00,1397.66,1656.52,0.00,0.00,0.00,0.00,0.00,1361.12,1967.38,0.00,0.00,0.00,0.00,0.00,0.00,1388.38,1535.50,0.00,0.00,0.00,0.00,1443.48,1466.67,0.00,0.00
363,290.61,1100.56308,341.22244,6.490,,"C48H93N8O10PS4",ION=[M+H+H]2+,,,2036.92,0.00,0.00,328.62,1740.37,1947.96,314.51,0.00,0.00,0.00,513.26,1931.44,2036.92,525.10,0.00,0.00,0.00,0.00,472.61,1453.22,2011.85,418.42,0.00,0.00,0.00,1836.47,1795.11,0.00,0.00
364,290.79,585.29952,221.07942,22.558,,"C17H36N19O3P",ION=[M+H]+,,,1709.46,0.00,0.00,0.00,934.42,1615.05,0.00,0.00,0.00,0.00,0.00,993.89,1709.46,0.00,0.00,0.00,0.00,0.00,0.00,768.83,1536.65,0.00,0.00,0.00,0.00,1040.53,1599.03,0.00,0.00
365,291.13,1078.61292,342.78592,24.557,,"C50H87N12O10PS",ION=[M+H+H]2+,,,2056.06,0.00,0.00,0.00,1480.13,1995.19,0.00,0.00,0.00,0.00,0.00,1528.75,2029.52,0.00,0.00,0.00,0.00,0.00,0.00,1409.78,2056.06,0.00,0.00,0.00,0.00,1501.85,1899.98,0.00,0.00
366,291.52,669.37252,242.48329,33.105,,"C23H53N13O6P2",ION=[M+H]+,,,1597.50,0.00,0.00,0.00,1415.62,1486.23,0.00,0.00,0.00,0.00,0.00,1368.73,1477.91,0.00,0.00,0.00,0.00,0.00,0.00,1393.99,1597.50,0.00,0.00,0.00,0.00,1484.13,1383.28,0.00,0.00
367,291.60,734.35899,243.53656,14.673,"NPA026620","C38H50N6O9",ION=[M+H]+,,,3852.07,0.00,3636.28,0.00,0.00,0.00,0.00,871.35,0.00,3497.67,0.00,0.00,0.00,0.00,995.67,0.00,760.45,3559.11,0.00,0.00,0.00,0.00,0.00,0.00,3852.07,0.00,0.00,857.92,0.00
368,291.60,502.25341,156.65192,43.041,"NPA008894","C28H38O8",ION=[M+H]+,,,2228.74,0.00,2025.95,0.00,0.00,0.00,0.00,366.22,0.00,1974.86,0.00,0.00,0.00,0.00,518.01,0.00,580.65,2228.74,0.00,0.00,0.00,0.00,0.00,0.00,1874.25,0.00,0.00,0.00,0.00
369,291.60,544.26456,156.24347,44.758,"NPA007303","C31H36N4O5",ION=[M+H]+,,,3036.30,0.00,2857.62,0.00,0.00,0.00,0.00,755.63,0.00,2831.14,0.00,0.00,0.00,0.00,910.73,0.00,685.27,3036.30,0.00,0.00,0.00,0.00,0.00,0.00,2705.43,0.00,0.00,670.90,0.00
370,291.64,528.32624,212.90851,50.948,,"C36H40N4",ION=[M+H]+,,,2681.44,0.00,0.00,860.39,2484.30,2426.89,774.07,0.00,0.00,0.00,761.07,2681.44,2277.49,682.36,0.00,0.00,0.00,0.00,966.89,2390.06,2521.95,797.40,0.00,853.21,0.00,2381.41,2481.24,0.00,842.45
371,291.86,567.30023,147.20244,29.339,,"C22H33N17O2",ION=[M+H]+,,,1832.24,0.00,0.00,170.81,1375.64,1749.65,141.60,0.00,0.00,0.00,0.00,1486.33,1700.30,0.00,0.00,0.00,0.00,0.00,512.43,1342.56,1716.42,0.00,0.00,0.00,0.00,1298.02,1832.24,0.00,424.79
372,292.23,1111.59236,347.19943,107.520,,"C40H84N21O10P3",ION=[M+H+H]2+,,,2205.31,0.00,0.00,0.00,1629.65,2025.69,422.12,0.00,0.00,0.00,0.00,1599.91,2170.95,638.76,0.00,0.00,0.00,0.00,0.00,1758.86,2205.31,0.00,0.00,0.00,0.00,1530.18,1700.81,0.00,627.61
373,292.38,850.42892,335.90204,50.004,,"C27H51N26O5P",ION=[M+H+H]2+,,,1616.39,0.00,0.00,0.00,1047.03,1397.91,0.00,0.00,0.00,0.00,0.00,1183.22,1616.39,0.00,0.00,0.00,0.00,0.00,0.00,1039.32,1203.39,0.00,0.00,0.00,0.00,918.54,1373.95,0.00,0.00
374,292.50,628.30471,232.38972,11.141,,"C32H40N10O2S",ION=[M+H]+,,,2763.71,0.00,0.00,367.42,1334.04,2621.02,689.36,0.00,0.00,0.00,397.91,1328.11,2763.71,588.92,0.00,0.00,0.00,0.00,348.36,1355.91,2565.34,668.31,0.00,356.00,0.00,1318.10,2534.02,0.00,810.85
375,292.82,1104.52002,346.72208,16.002,,"C42H57KN36",ION=[M+H+H]2+,,,2058.80,0.00,0.00,0.00,1862.77,1911.83,0.00,0.00,0.00,0.00,0.00,1781.73,1968.85,0.00,0.00,0.00,0.00,0.00,0.00,1747.78,2027.04,0.00,0.00,0.00,0.00,2058.80,1739.59,0.00,0.00
376,293.12,1165.64506,357.02945,99.161,,"C40H85N27O10P2",ION=[M+H+H]2+,,,1707.96,0.00,0.00,0.00,1074.03,1413.60,0.00,0.00,0.00,0.00,0.00,1314.04,1351.44,0.00,0.00,0.00,0.00,0.00,0.00,1038.88,1707.96,0.00,0.00,0.00,0.00,869.17,1181.41,0.00,0.00
377,293.20,1183.60659,361.42816,14.546,,"C40H81N25O15S",ION=[M+H+H]2+,,,1592.67,0.00,0.00,0.00,1317.12,1523.73,0.00,0.00,0.00,0.00,0.00,1336.27,1435.59,0.00,0.00,0.00,0.00,0.00,0.00,1348.04,1592.67,0.00,0.00,0.00,0.00,1267.06,1542.94,0.00,0.00
378,293.94,1783.97370,501.15494,36.840,,"C78H27N12O33P3S",ION=[M+H+H2]3+,,,2953.78,0.00,0.00,289.85,2058.76,2759.62,315.85,0.00,0.00,0.00,456.93,1883.64,2953.78,510.72,0.00,0.00,0.00,0.00,412.62,2118.17,2545.88,436.85,0.00,0.00,0.00,2174.48,2779.19,0.00,0.00
379,294.10,1081.61269,341.53992,13.801,,"C42H72KN31O2",ION=[M+H+H]2+,,,3633.20,0.00,0.00,867.38,3078.85,3472.08,1145.78,0.00,0.00,0.00,862.19,3224.72,3633.20,1297.36,0.00,0.00,0.00,0.00,901.18,2859.25,3327.95,1066.48,0.00,838.76,0.00,3152.59,3455.10,0.00,1073.49
380,294.42,567.33710,149.99545,58.466,"NPA024763","C37H45NO4",ION=[M+H]+,,,2985.08,0.00,0.00,318.19,2036.05,2811.71,321.51,0.00,0.00,0.00,954.57,2063.64,2679.49,964.54,0.00,0.00,0.00,0.00,0.00,1820.06,2985.08,0.00,0.00,0.00,0.00,2224.46,2770.56,0.00,0.00
381,294.53,952.45255,331.57413,76.108,,"C35H62N20O8P2",ION=[M+H+H]2+,,,2004.06,0.00,0.00,0.00,1726.72,1837.24,0.00,0.00,0.00,0.00,0.00,1638.08,1933.16,0.00,0.00,0.00,0.00,0.00,0.00,1600.74,2004.06,0.00,0.00,0.00,0.00,1941.35,1574.51,0.00,0.00
382,294.88,488.28155,140.12817,24.658,,"C17H40N6O10",ION=[M+H]+,,,4992.89,0.00,0.00,0.00,4901.69,4500.20,0.00,0.00,0.00,0.00,0.00,4831.31,4568.77,0.00,0.00,0.00,0.00,0.00,0.00,4880.87,4079.31,0.00,0.00,0.00,0.00,4992.89,4852.50,0.00,0.00
383,295.17,526.31091,210.94339,25.291,,"C18H43N10O6P",ION=[M+H]+,,,2851.65,0.00,0.00,0.00,518.98,2370.71,394.26,0.00,0.00,0.00,0.00,525.36,2851.65,428.90,0.00,0.00,0.00,0.00,0.00,531.33,1947.08,399.06,0.00,0.00,0.00,500.26,2313.40,0.00,354.80
384,295.60,410.19599,159.02017,NA,"NPA020962","C21H30O8",ION=[M+H]+,,,1546.44,0.00,0.00,0.00,648.95,1193.45,120.40,0.00,0.00,0.00,0.00,563.70,1546.44,0.00,0.00,0.00,0.00,0.00,0.00,646.01,1247.44,361.21,0.00,0.00,0.00,737.14,786.47,0.00,0.00
385,295.68,129.07726,170.9882,,,,ION=[M+H]+,,,1514.94,0.00,0.00,0.00,567.79,1325.67,0.00,0.00,0.00,0.00,0.00,634.03,1335.30,0.00,0.00,0.00,0.00,0.00,0.00,451.12,1514.94,0.00,0.00,0.00,0.00,618.23,1126.78,0.00,0.00
386,295.92,216.12478,164.80328,NA,,"C7H21ClN2O3",ION=[M+H]+,,,2472.76,0.00,0.00,510.34,1277.73,2291.28,736.68,0.00,0.00,0.00,582.37,1437.34,1979.98,703.40,0.00,0.00,0.00,0.00,548.98,1186.45,2421.12,839.58,0.00,399.68,0.00,1209.39,2472.76,0.00,667.07
387,296.03,990.51938,331.88513,99.152,"NPA023397","C49H70N10O12",ION=[M+H+H]2+,,,1860.28,0.00,1569.01,0.00,0.00,0.00,0.00,0.00,0.00,1334.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1512.09,0.00,0.00,0.00,0.00,0.00,0.00,1860.28,0.00,0.00,0.00,0.00
388,296.12,676.41173,249.4612,9.287,,"C38H61O8P",ION=[M+H]+,,,8912.01,0.00,0.00,1037.17,8088.29,0.00,0.00,0.00,0.00,0.00,1076.05,7554.55,0.00,0.00,0.00,0.00,0.00,0.00,906.37,8912.01,0.00,0.00,0.00,1129.07,0.00,7798.31,0.00,0.00,0.00
